打脸且翻车,打脸且翻车是什么梗打脸且翻车，说的是一卖芒果的主播带货芒果却惨遭打脸，形成反向带货的名场面。打脸且翻车，是视频中主播给大家展示芒果，当场切开芒果以证明自己卖的货是最优秀的，结果切开的时候翻了车，芒果里面已经黑了……，他只好强行挽尊道：这种的，我们都是做肥料…于是，打脸且翻车这个梗就出来了。
延边八爪鱼,延边八爪鱼是什么梗延边八爪鱼，是最近在抖音火起来的一种舞蹈，这个舞蹈尤其魔性，没有统一的舞蹈规范，只需要像个章鱼一样晃动手臂就可以了。延边八爪鱼，是始于延边地区的10年左右流行一种舞蹈，因为跳起来摇头晃脑，四肢和躯干都要扭起来，但是又毫无章法，神似八爪鱼舞动触手，十分魔性。因为舞蹈始于延边地区，然后在抖音上火起来，引起了网友们的模仿，于是被网友们称为延边八爪鱼舞。延边八爪鱼，真正的名字叫宅舞，是起源于韩国的一个舞蹈，延边有很多朝鲜族，很多人在韩国那边打工，然后回来的时候就把这个舞蹈带回来了。称为宅
ball ball you,ball ball you是什么梗ball ball you，是网络用语，表示“求求你”的意思。ball ball you，ball是球的意思，谐音求，you是你，ball ball you逐字翻译就是： 球 球 你，谐音求求你。例句：高数真的太难了！ball ball you，放过孩子吧！
60e,60e是什么梗60e，谐音60亿，是英雄联盟中的一个梗，指的是英雄联盟战队WE拥有60亿的粉丝。我们知道全球人口也就60亿，也就是说全世界的人都是WE粉，也称之为宇宙粉。这是一个夸大其词的说法，表达的意思是其人气旺盛，拥有的粉丝数量也是很庞大的。当一个人对自己的偶像喜欢到了极致、疯狂甚至变态的地步，那多半就可以称之为60e了。60e这个热词发源于体育圈，深深影响娱乐圈，甚至蔓延到了电竞圈。因为WE的粉丝被称为“60E”，所以后来网友们便称OMG电子竞技俱乐部的粉丝称为“59E”，意为仅次于当年的W
输的什么液想你的夜,输的什么液想你的夜是什么梗输的什么液想你的夜，是近几天网友们被一句话给刷屏，那就是“输的什么液，想你的夜”。看到这句话，很多人第一反应就是土味情话。输的什么液想你的夜，这个梗其实是来自王思聪跟孙一宁的聊天截图，原话是这样的：“宝，我今天去输液了。输的什么液？想你的夜。”近日，王思聪与孙一宁网上互怼的事闹得沸沸扬扬，这一语录被曝光后，受到了网友们的疯狂玩梗。网友们的举一反三：宝 我今天去输液了&amp;nbsp;输的什么液&amp;nbsp;想你的夜宝 我今天去种地了 种的什么地 对你的死心塌地宝 我今天去吃面了
菜是原罪,菜是原罪是什么梗菜是原罪，是指实力差是最大的罪恶。全句为电子竞技，菜是原罪。菜是原罪，这句话出自英雄联盟职业选手草莓。2018年的夏季赛，WE战队接连失利，粉丝非常失望，很多网友指责WE是垃圾队伍。作为WE战队的老队员，草莓在微博是发表了这句话，表达了自己理解粉丝的心情，在电子竞技赛事中，成绩是最重要的因素。现在菜是原罪这句话可以用在各行各业，也可以用这句话鞭挞自己进步。
沉浸式约饭,沉浸式约饭是什么梗沉浸式约饭，是约饭的两个以上的人，各吃各的菜，各玩各的手机，不用应酬彼此，有那么些瞬间恍惚忘记对面还有一个或者几个一起吃饭的人，主要是这么各干各的还心里毫无愧疚。沉浸式约饭，是和无需回应式友情一样，心无旁骛吃东西，不用刻意表现和维系关系。沉浸式约饭，一般都是发生在熟悉的人之间，比如：夫妻、男女朋友，一家人、闺蜜、哥们以及经常聚会的同学、朋友之间。比如，和你亲近熟悉的亲朋好友约饭就可以各吃各的，埋头认认真真干饭。
还不曾去过倒悬山,还不曾去过倒悬山是什么梗还不曾去过倒悬山，指的是遗憾。还不曾去过倒悬山，出自烽火戏诸侯的玄幻小说《剑来》，其中有一段是：“人生路上有些事，不单单是男女情爱，其实还有很多的遗憾，就像一个人身在剑气长城（小说设定），却不曾去过倒悬山”。引申没去看过剑气长城之外的景象，心里遗憾。原文里说的是剑气长城距离倒悬山很近，都是身在剑气长城的人一辈子都没去过倒悬山。这其中的倒悬山并不是现实生活中的某座山，是虚构的。还不曾去过倒悬山，可以延伸为很多人忙忙碌碌一生却囿于原地，风景没有看过，人生就很遗憾
剧怒症,剧怒症是什么梗剧怒症，是指大家看到电视剧中超级不合常理的或者让人心塞的剧情时，会感到由内而外的愤怒，这种症状在看现代剧时更为明显。微博作者“小梅妮卡”在6月8日发微博称：我现在看到电视剧里刚毕业的主人公，家里也没矿，实习的时候就一个人住北上广市区里的大开间，我就开始愤怒。这大概就是剧怒症。类似的还有在医院里把白大褂当风衣穿、穿着高跟鞋在医院里噔噔跑。随着最近的使用，剧怒症已经泛化为指：看到剧里任何让自己不爽的剧情会很生气。
高街女帝,高街女帝是什么梗高街女帝，是现在网络上比较流行的一个梗，指的是一种拍照姿势，指从脖子部分开始从上向下俯拍，小腿向后弯，手肘藏在身体后，单手比耶的一种自拍姿势，这种拍照姿势被众多人玩梗。最近在抖音上火起来一些小姐姐的自拍照，风格是“高街女帝”。所谓的高街女帝就是目前在各大短视频平台上流行起来的一种女性拍照的姿势，就是从脖子部位往下拍，一边的小腿后翘，露出腰部和部分臀部，手肘藏在后面比个耶的姿势，主要这样自拍会显得比较显身材。高街这个词算是时尚圈的说法，英文“high street”这一词很直白，这个
希望你永远不懂,希望你永远不懂是什么梗希望你永远不懂，是网上有一个梗很火，那就是前面说一段很矫情的话，最后加上一句“希望你永远不懂”。希望你永远不懂，这句话的潜在意思是“希望你没有经历过我已经经历过的这些伤心事”，因为总是会有很多人分享一些自己觉得很难过的事、凄美的爱情故事或者一些矫情语录，最后加上一句希望你永远不懂。希望你永远不懂，这个句式本来的意思是希望某些未经世事的人们，能够了解一些他们还没有看到的经历。可是，后来这句话渐渐失去了原来的意思，其实就是矫情，或者说就是“网抑云”，故意说一些似是而非的话，其实都
肌肉金轮,肌肉金轮是什么梗肌肉金轮，是有一名视频up住通过AI换脸的功能将一位国外肌肉猛男的脸与LOL知名主播大司马进行换脸，不停的展示自己的身材，非常的sao，并且各种微表情都非常贴合，看起来毫无违和感。肌肉金轮，是因为大司马的名字带金，所以这位up主把这个结合的“产物”取名为【肌肉金轮】，于是这个梗就火起来了。
炸洗我了,炸洗我了是什么梗炸洗我了，也就是“炸死我了”的谐音。炸洗我了，这个梗出自一名视频作者【武连压】，这位视频作者在视频中模仿与知名rapper掰头的时候总是可以说出一些让人意想不到的韵脚，由于整段表演效果都很炸，所以观众不停发出“炸洗我了”的感叹，于是就有了这个梗的诞生。
运费过敏,运费过敏是什么梗运费过敏，是指网购的时候一看到有运费的商品就会浑身不舒服，像得了过敏一样，从而产生抗拒心理，东西贵了我会纠结买不买，你收我邮费我就直接不买!运费过敏，具体表现在可以忍受商家卖得贵，但是一定不能有运费。运费过敏，主要不是运费多少的问题，而是消费心理的问题。
社交工具人,"社交工具人是什么梗社交工具人，是指社交媒体中的工具人，他们的日常生活是帮平时说不上话的好友集赞、砍价、助力等。社交工具人，用于形容现代人淡泊的友谊,靠着关键时候互相集赞、助力而存在。点外卖、打车、双十一,这种抢红包的时候,我们都是社交工具人。朋友圈经常会出现集赞，帮我投票等需求，电商平台也有很多转发给朋友才能获取福利的活动，如拼夕夕的砍一刀、淘宝的人气助力等。平时在微信几乎没有交流，只有此类活动时才会联系你，如果你的手机里也有这种好友，那么恭喜你成为了Ta的社交工具人。"
北上广曹,北上广曹是什么梗北上广曹，是一种戏称，调侃曹县现在名声很大，经常被提及。&amp;nbsp;原本是北上广深，中国经济实力最强的四个城市，而曹县因为有很多快手主播总是喊“山东菏泽曹县牛逼666我的宝贝”而被人熟知，所以网友将曹县与北上广相提并论，调侃其名声很响。
谢谢你米哈游,谢谢你米哈游是什么梗谢谢你米哈游，是来自LPL的RNG击败DK获得了MSI2021冠军，很多LPL的观众都很兴奋，不少观众在弹幕上发送“谢谢你米哈游”，“原神立了大功”。米哈游是一家很出名的游戏公司，主要是经营二次元手游，他们公司出的《原神》是很火爆的。谢谢你米哈游，这个梗指的是DK战队辅助BERYL沉迷玩原神，在一定程度上导致输掉了比赛。在RNG拿到冠军后，不少玩家都在发送“谢谢你米哈游”，原神这回也是立下了汗马功劳。在MSI比赛中，根据韩网爆料beryl开赛前几小时还在沉迷玩原神，网友纷纷表示
privilege,privilege是什么梗privilege，是一个英语单词，名词、动词，作名词时意思是“特权;优待”，作及物动词时意思是“给予…特权;特免”。privilege，这个词火起来是由于微博上的一段“privilege”式发言在微博火出圈。开头一句就是:“既然提到privilege，那我来说说我的高傲在哪。”文中“我的高傲已经尽数体现”、“我们在有特权的环境学会了善良”等句子让一众网友感受到了世界的参差。这个微博文章表达了即使我们出身优越高傲，但是我们不自满还是很努力的思想。privilege，这个词
外卷,外卷是什么梗外卷，本指通过向外拓展新的资源的方式进行竞争，现在可以指大家互相拉着一起停止内卷。外卷，是和内卷对应，内卷是指在现有资源没有增加的情况下，参与竞争的人纷纷更加努力以获取资源，最终获取资源的人没有增多，但每个人付出的努力都增多了。外卷是指，通过向外扩张，开拓新的资源。拿切蛋糕举例子，内卷是指：大家争先恐后抢眼前的一份蛋糕，外卷是指找到一块新的蛋糕或者做一份新的蛋糕。因为现在内卷过于严重，大家都不想做一些多余的竞争，所以也会有人把外卷理解为：大家一起不努力，都放弃主动内卷。比如：要考试了，
蚝爹油,蚝爹油是什么梗蚝爹油，是英语“how dare you”（你们怎么敢）的谐音。蚝爹油“how dare you”，这句话出自一个瑞典的环保少女Great Thunberg在联合国气候大会上的一句话，how dare you是她非常愤怒的发言，因为她的想法比较天真，提的要求不切实际，所以这句话就被网友做成了表情包和梗。
曹县,曹县，该梗出自一个叫大硕的视频博主，他在一个视频中，用着一副沙哑的声音和喊麦的方式说出了一句让很多网友忘不掉的一句话，原话是山东菏泽曹县，牛B，666，我滴宝贝。这一波让很多网友接受不了，这样让这个梗牢牢的刻在网友的心中。曹县这个梗火起来之后，很多人都拿曹县来调侃，比如说曹县被大家称为北上广曹、中国的耶路撒冷等。很多网友都拿这个梗来调侃曹县，网友们不断地贡献着自己的脑洞，也助推山东菏泽曹县这一爆梗持续火热。
山东菏泽曹县,山东菏泽曹县是什么梗山东菏泽曹县，菏泽是山东省的一个市，曹县是菏泽市下面的一个县。山东菏泽曹县，作为一个梗火起来是因为最近刷抖音的话，最近应该经常会听到这句话，那就是“山东菏泽曹县666我的宝贝”。山东菏泽曹县这个梗出自一个叫大硕的视频博主，他在一个视频中，用着一副沙哑的声音和喊麦的方式说出了一句让很多网友忘不掉的一句话，原话是山东菏泽曹县，牛B，666，我滴宝贝。这一波让很多网友接受不了，这样让这个梗牢牢的刻在网友的心中。山东菏泽曹县这个梗火起来之后，很多人都拿曹县来调侃，比如说曹县被大家称为北
天黑啦天黑啦钓鱼的回家吧,天黑啦天黑啦钓鱼的回家吧是什么梗天黑啦天黑啦钓鱼的回家吧，是对钓鱼的人的嘲讽与调侃，表示已经看出这个人是在钓鱼，自己不会上当。钓鱼是指一种故意发布不当言论，吸引其他网友评论的行为。天黑啦天黑啦钓鱼的回家吧，出自网上流传的一首儿童诗《钓鱼》：天黑啦，天黑啦！钓鱼的，回家吧！你的妈妈在等你，鱼儿的妈妈在等它。
钢琴住了几个妖,钢琴住了几个妖是什么梗钢琴住了几个妖，是出自一段冷笑话，问题是“你知道阴气最重的地方是哪里吗？”，答案是“钢琴和邮箱”。这个答案的理由是：钢琴住了几个妖，邮箱住了几个魔。钢琴住了几个妖，邮箱住了几个魔，其实这是一个谐音冷笑话，谐音的是82版《西游记》片头曲——《通天大道宽又阔》开头的谐音（刚擒住了几个妖，又降住了几个魔）。住了妖魔鬼怪当然就阴气重了。
工业糖精,工业糖精是什么梗工业糖精，原本是指在工业上使用的糖精，一般用在食品工业做人工合成甜味剂使用。工业糖精，但现在经常被用来形容无脑甜的小说和电视剧，其中的情节就像工业上的流水线，全都按照标准的流程进行，没有自身特色和独立思考，通过融入一些很火的甜宠文的梗（因为这样逐渐变成了烂梗），也就是无脑跟风，达到为了甜而甜的目的，情节千篇一律，读起来味同嚼蜡，难以下咽。工业糖精文，就是那种为了发糖而发糖，一堆甜梗堆叠，甜得很生硬。
歪歪滴艾斯,歪歪滴艾斯是什么梗歪歪滴艾斯，其实就是yyds。歪歪滴艾斯，是缩写yyds&amp;nbsp;的谐音，意思是：永远滴神。(就是超级棒，无敌牛啤的意思)利路修在创造营节目结束后，接到了第一个商务，就是代言瑞幸咖啡。广告视频巨沙雕和魔性，他在广告里对每一杯饮料的评价都是：YYDS。因为利老师是俄罗斯人，所以他的口音让这句话更魔性了，就变成了：歪歪滴艾斯。
石头剪刀布倒着说,石头剪刀布倒着说是什么梗石头剪刀布倒着说，是表达我爱你的意思。剪刀是伸出两手指，在数字上代表2，石头是握拳形似0，在数字上代表0，布是手掌摊开，在数字上代表5，石头剪刀布倒着说，也就是025倒过来就是520，520就是我爱你的意思。石头剪刀布倒着说，可以用于情侣之间表达我爱你，也可以用于表白的场合。
卑微文学,"卑微文学是什么梗卑微文学，是继之前的“凡尔赛文学”走红后,现在网络上又出现了“卑微文学”，就是一种以“宝”为开头的舔狗式日记文学。最近网络上兴起了一股：“卑微文学”之风，“卑微文学”的套路可以对任何人，可以对情侣，对朋友，对老板等等。卑微文学的一个最大的特征是称呼对方为：“宝”，而且无论对方对你做任何事（包括打骂羞辱...），你都要从其中解读出来对方是在爱你、维护你、喜欢你，继而做出来对对方的所作所为的“感谢、感恩”之情。卑微文学实际就是一种舔狗式的文学，这些作者们往往有强大的心理素质以及强行自我"
人与人的连结,人与人的连结是什么梗人与人的连结，就是啪啪啪的意思。2021年5月19日，台湾高雄市长陈其迈在召开记者会时，在防疫问题上也使用了这个说法：针对“人与人的连结”部分，从万华的经验来看，这是一个非常高风险的部分，所以我也要求警察同仁，加强对“人与人连结”行业高风险的查缉。人与人的连结的说法，最早要追溯到台湾“流行疫情指挥中心”指挥官、卫生部门负责人陈时中2021年5月13日介绍的的新冠病例行踪情况。陈时中透露，“狮子王”曾造访台北市万华区某茶艺馆，然后与馆中一位确诊女子之间进行过“人与人的连结”。所谓
上班过敏,字面意思，指一上班就浑身难受，和过敏了一样，表达打工人不想上班的心态。
百合骑士,百合骑士是什么梗百合骑士，是指默默守护女生之间美好恋情的男士，除了提供必要的帮助之外丝毫不插手其中，并乐于见到两人的感情修成正果。部分百合骑士可能会不免对一方有所心动，但是合格的百合骑士会尊重女生的想法，即便有了特别的感情也会埋在心底，默默支持百合事业发展。例如：《马纳历亚密友》中的欧文就是百合骑士
胃疼剧情,胃疼剧情是什么梗胃疼剧情，是指一些看了使人胃疼的剧情。这里的剧情通常指动漫、游戏和其他ACG作品中男主在多个女主之间摇摆不定、无法抉择、我全都要的多角恋情节，观众们看到自己喜欢的角色被男主伤害的样子就会感到胃疼。
小脑袋瓜热昏头了,小脑袋瓜热昏头了是什么梗小脑袋瓜热昏头了，是歌曲《ben 10》开头的旁白，完整表达是“我看你的小脑袋瓜一定是热昏头了”，后面的歌词是“小小年纪，所向无敌，神秘超能力...”，是形容一个人脑袋不清醒的可爱说法。小脑袋瓜热昏头了火起来，是因为这首歌前段时间在抖音经常被当成bgm来使用，视频通常是展现一些可爱、沙雕以及莫名其妙搞笑的场景，因为和bgm很搭配，于是这类视频火了一阵。
小龙虾我们走,小龙虾我们走是什么梗小龙虾我们走，源自大家对小龙虾的喜爱，原本是：走，我们一起去吃小龙虾！但，90后的文化我们看不懂，他们将词倒装，成为：小龙虾我们走！小龙虾我们走，也很容易让人想起之前的“皮皮虾我们走”的梗。小龙虾是一种吃客文化，风靡全国。小龙虾我们走表情包刚一上传，马上被大家疯传。随着小龙虾我们走的这套表情包大热，小龙虾也被众多神通广大的网友拿来调侃或是发挥更多的奇思妙想。比如说:&amp;nbsp;小龙虾我们走，一起去找个男/女盆友。
两面包夹芝士,两面包夹芝士是什么梗两面包夹芝士，其实是“两面包夹之势”的谐音。两面包夹芝士，这个梗来源于b站的up主：“一只大哈鱼”，发的“3000块全没了！各位喝醉了一定要管好自己，我真服了！”的视频。其中的经典句“形成一个两面包夹之势”成为了“两面包夹芝士”的梗开始快速传播。在“一只大哈鱼”因为醉酒而怒氪限定卡池3000块的事情持续发酵后，不少明日方舟玩家都加入到了吃瓜的阵营中来。作为反映了当下游戏玩家生活和心态的真情实感，视频中的“两面包夹芝士”、“为斯卡蒂献出心脏”等“醉话”也在不经意间成为了游戏的新经
感谢联通,感谢联通是什么梗感谢联通，是指B站弹幕中的“感谢联通”，并没有什么特殊含义，代表的就是字面意思感谢“中国联通”。感谢联通，这是因为中国联通蓝V在B站上第一个尝试发布的二次元风格的舞蹈，并获得了大量关注后，各大蓝V争相效仿后观众们的真心感谢。感谢联通常见于哔哩哔哩的宅舞区榜单各大国企蓝V的投稿。一般有蓝v发视频，一些用户就会发这个梗，借此来调侃联通给大家带来的福利。
中国人的八大原谅,中国人的八大原谅是什么梗中国人的八大原谅，是指在湖南卫视的《向往的生活5》更新的第二天，黄磊的热门话题“中国人八大原谅”被挂在了热搜榜上，引起了不少网友的围观跟热议，看了才知道黄老师又出人间真实精辟语录了，实在是太有梗了。中国人的八大原谅，是在综艺节目《向往的生活》里有一幕，节目组安排嘉宾在凌晨两点去仓库抢购生活用品。彭昱畅半夜起来后，困得不行，黄磊心疼他，建议他回去接着睡，彭昱畅表示：“算了，来都来了，得拿东西。”黄磊笑称：“来都来了、都不容易、都是朋友、是个孩子、大过年的......这都是中国
夏天的第一个冰淇淋,夏天的第一个冰淇淋是什么梗夏天的第一个冰淇淋，这是情侣之间秀恩爱而产生的，意思就是夏天到来，情侣之间需要给对方发送一个大大的红包，让自己的对象吃上夏天的第一个冰淇淋。夏天的第一个冰淇淋，这个梗最早是去年秋年的时候有一个“秋天的第一杯奶茶”而产生的，所以类似的说法有不少，一年四季都可以沿用。
就是玩儿,就是玩儿是什么梗就是玩儿，是最近抖音上面又开始流行起了一种新的文体官方命名为：“我就是玩儿体”。最近在刷抖音的时候，大家应该都刷到过类似的事情，一个人说什么事情，最后来了一句“哎～我就是玩～”。“我就是玩儿体”，拆解成固定格式就是：有XX 我不XX 我就XX 哎 就是玩儿就是玩儿，这个梗最早是来自博主宋富贵，在他所拍摄的短视频里面就包括了点了拌面偏不动筷子等着坨，下雪天不打雪仗，吃雪球等趣事，而伴随着这些梗出圈，于是网友们纷纷开始造梗，呈现出一种反差的喜感，造的梗越是无厘头喜剧效果越是出色。比如说
眼睛里进砖头了,眼睛里进砖头了是什么梗眼睛里进砖头了，形容特别地感动想哭，不是直接说想哭，是委婉表示。眼睛里进砖头了，是因为人们感动时常用“眼睛里进沙子了”来表示自己想哭，而当大家遇到更加感人的事情，觉得眼睛里进沙子了不足以表达感动时，便衍生出了眼睛里进砖头了一梗。眼睛里进砖头了，常见于令人感动的视频下的评论。同样的，还有眼睛里进泥石流了、眼睛里进沙尘暴了等，皆同义。
别叫我达芬奇1分17秒,别叫我达芬奇1分17秒是什么梗别叫我达芬奇1分17秒，这个梗的意思就是暗戳戳的表白。《别叫我达芬奇》是王琳凯的一首歌，歌曲的1分17秒的歌词是“要不要和我在一起”。所以如果有人让你去听这首歌的1分17秒，也就是跟你表白，问你要不要和他在一起。
人间的青草地需要浇水,人间的青草地需要浇水是什么梗人间的青草地需要浇水，是你被绿了的另一版本。人间的青草地需要浇水，出自方大同的一首歌《每个人都会》，其中有一句歌词是：人间的青草地需要浇水，内心的花园就不会枯萎，把最甜最好的滋味，散播到东南西北。人间的青草地需要浇水这句话有了衍生意义，是因为经常有博主在视频中插入这一段歌词，搭配的视频内容通常是有人被绿了，而青草地就是绿色的，所以整个画面很喜感。于是“人间的青草地需要浇水”现在也成为了“你被绿了”的代称。
培里培气,培里培气是什么梗培里培气，指的是一种视频风格，随着风格的爆火，很多主播开始学习，慢慢就有了这个梗。培里培气，出自一个美食博主“培根日记”，是指风格和视频作者@培根日记类似。培根日记是一个美食类视频作者，他每个视频都是在车里吃播，整个环境很简约、光线柔和，吃播过程也很安谧，没有过多的语言，全程只有必要的声音，比如喷消毒水、撕掉食品包装袋、吃东西的声音等，加上轻音乐做背景音乐，整个视频非常地治愈，受到粉丝喜欢，也引起了很多人的模仿。@培根日记的视频风格被网友概括为“培里培气”，模仿其风格拍摄视频的作者
社会内卷化,社会内卷化是什么梗社会内卷化，是指近年来越来越多的人发现工作竞争压力越来越大，很多人被迫付出的时间和精力越来越多，得到的回报却没有明显增加乃至有的越来越少，生活压力越来越大，很多人感到活得越来越累，一些人把这种现象叫做社会内卷化。社会内卷化，通俗一点解释就是：争抢式努力和过度竞争。当某一种社会资源有限，但争夺它的人越来越多的时候，每个人得到的都越来越少，却付出的越来越多，活的越来越累。社会内卷化，给人一种恐慌的感觉，大家在恐惧的驱使下，竭尽所能争夺资源，可是资源有限，大家越是争夺，资源损坏越大，甚
笑死了但没完全笑死,笑死了但没完全笑死是什么梗笑死了但没完全笑死，是超级好笑（但我还活着）的意思。“笑死了”字面意思是我因为大笑太狂野以至于嗝屁了，但实际意思是夸张表达我觉得太好笑了。所以看起来我因为这个事情实在好笑而“笑死了”，实际上我还活着并没有真的被“笑死”。笑死了但没完全笑死，这个梗来源于：打开了但没完全打开，原梗的意思是盒子并没有真的被打开，所以这里也是表达人并没有真的笑死。
加拿大的海没有岸,加拿大的海没有岸是什么梗加拿大的海没有岸，原句是：缅甸不会下雪，金三角也不会有爱情，加拿大的海也没有岸——你我也不会有结果。原句其实就是想表达你我就像缅甸和雪、金三角和爱情、加拿大的海和岸，永远也不会有交集和结果。缅甸并不是不下雪，是大多数地方不下雪。金三角指泰国、缅甸和老挝三国边境地区。金三角的爱情出自蔡依林的一首歌《金三角》，歌词是在引领人们探索泰缅地区的爱情，金三角在歌词里是一个传说中的神秘诡异区域（现实中不存在）。加拿大的海没有岸，加拿大在这里不是指国家加拿大，而是一个赌博平台的名字，但大
丫头文学,丫头文学是什么梗丫头文学，指的是一些平凡自信的男人在强行吸引女孩子注意的时候说的话，当你拒绝别人的追求时，对方往往会转移话题，并把话题转化成“她是不是对我有意思”。丫头文学起源出处微博上有博主发布了一些聊天截图，记录了一些平凡自信的男人强行吸引女孩子注意的行为。其中有一个妹子平安夜的时候给一个男生送了一个苹果，这个男的表示自己有老婆了，要不然会对她心动的。不过，他还是可以抽两个小时陪她过小孩子喜欢的洋节。女生表示她只是给每个人都送了一个。男的认为她嘴硬，说“丫头别嘴硬了，眼神不会说谎的”。丫头文学
心疼giegie,心疼giegie是什么梗心疼giegie，来自抖音用户悦悦大叔的视频，视频中一个坐在电瓶车后座的女孩用很嗲的声音扮演绿茶，最后扭捏的叫哥哥(giegie)成为了梗的恶搞来源。&amp;nbsp;giegie视频台词哥哥，你给我买这个棒棒糖，你女朋友不会生气吧？哎，真好吃，哥，你尝一口，（大吸气），哥哥！！咱俩吃一个，同一个棒棒糖，你女朋友知道了不会吃醋吧？哥哥，你骑着小电动车带着我，你女朋友知道了不会揍我吧？你女朋友好可怕，不像我，只会心疼giegie~
逆天邪神更新了,逆天邪神更新了是什么梗逆天邪神更新了，简单的说，因为这本小说更新了是件比过年还要激动的事。也是一种钓鱼弹幕。骗人去看，和骗弹幕回复。逆天邪神更新了出处逆天邪神是一部很受读者喜欢的小说，无奈更新速度太慢，以至于小说更新了比更新了什么内容更加吸引读者注意力。
皮筋泡可乐,皮筋泡可乐是什么梗皮筋泡可乐，就是我们永远不分开的意思，是恋人之间的小情趣。&amp;nbsp;皮筋泡可乐出处该梗最初来自抖音女朋友给男朋友戴上自己扎头发的小皮筋来宣示主权的风气，手上戴有小皮筋的男孩子就是有对象的男孩子了。而小皮筋泡在可乐里会出现化学反应，失去韧性，这样取下来就不能再戴上去了，所以可千万不要取下来。意思就是永远戴着我的皮筋当我的人吧！
恒河猴,恒河猴是什么意思恒河猴，本指普通猕猴，现常指童年存在创伤，缺失爱和陪伴，余生都无法摆脱影响的人。恒河猴出处出自心理学家哈里·哈洛及他的实验。他为研究婴儿时期亲密关系对人类的影响，经常使用恒河猴进行一些不人道的实验（统称恒河猴实验），如代母实验：将幼猴与两个玩偶猴妈妈关在一起：一个用绒布做成，另一个是铁丝和奶瓶做的。即使铁丝猴母能提供食物，但幼猴还是亲近温暖的布猴母。2020年8月，微博博主@荞麦chen发出一份她收到的私信，对方描述了自己在缺失爱的家庭生活中的境遇，末尾她写“拯救恒河猴的事业，就从
这是你家高粱饴吗,这是你家高粱饴吗是什么梗这是你家高粱饴吗，是最近在抖音上爆红了一个这是你家高粱饴吗的梗，在抖音平台火了后成为了一种洗脑的带货方式，甚至成为很多网友的口头禅。这是你家高粱饴吗，出自抖音博主侯美丽的家乡美食，主要卖高粱饴糖，她的每个带货视频套路都如出一辙由于表情之浮夸，拉的丝之长，让人直夸一声好颜艺，引起了很多网友们的模仿。于是，这是你家高粱饴吗，靠“洗脑”、“魔性”成功出圈。经典对话如下：顾客(大吼)：这是你家高粱饴吗?博主：大哥你小点声，吓我一跳，等会儿我先尝尝。(尝一口)，这哪是我家高粱饴啊，硬
成人的世界没有愚人节只有Q2,成人的世界没有愚人节只有Q2是什么梗成人的世界没有愚人节只有Q2，是2021年4月1号的今天朋友圈最真实的一句话莫过：成年人的世界没有愚人节，只有Q2。今天是2021年4月1号，往年的愚人节，朋友圈最多的是一些整蛊，调侃，或者借机表白的段子。今年的愚人节，显得有点特殊，又有点独树一帜。今天朋友圈成年人的世界里没有愚人节只有Q2这个词成为了热门。Q2，来源于英语Quarter 2，是它的缩写，通常指一年的第二个季度，代指工作指标。2021年Q2指的时间是 2021年4-6月份，第二季度。3个月一个季
于是转身向山里走去,于是转身向山里走去是什么梗于是转身向山里走去，这原本是歌曲《山海》中的一句歌词。后来经过网友的使用，于是转身向山里走去这个梗成为了一句表示自己恐同的话。因为恐同谐音崆峒(山)，于是大家在遇到耽美剧粉丝疯狂磕糖的时候，可以用于是转身向山里走去这个梗表示自己的心理。
